time	V(out)
5.695193802134399e-04	-9.767987e-01
5.696268740350533e-04	-9.778517e-01
5.696933747040868e-04	-9.785097e-01
5.696992710464253e-04	-9.785682e-01
5.697285847381435e-04	-9.788600e-01
5.706433615830780e-04	-9.884782e-01
5.709959099813154e-04	-9.924528e-01
5.709996362460030e-04	-9.924955e-01
5.710034360174881e-04	-9.925392e-01
5.710052523989348e-04	-9.925601e-01
5.710061891544039e-04	-9.925708e-01
5.710094474771239e-04	-9.926083e-01
5.710930807249118e-04	-9.935735e-01
5.711920105293488e-04	-9.947255e-01
5.711956284079101e-04	-9.947678e-01
5.712815480884307e-04	-9.957778e-01
5.724065259808938e-04	-1.009796e+00
5.724904539945933e-04	-1.010899e+00
5.724927160304119e-04	-1.010929e+00
5.724958833713874e-04	-1.010971e+00
5.724975584277023e-04	-1.010993e+00
5.724987079590045e-04	-1.011008e+00
5.725048392011106e-04	-1.011089e+00
5.726373706157880e-04	-1.012848e+00
5.726870183156102e-04	-1.013511e+00
5.726929971853390e-04	-1.013592e+00
5.731476394908922e-04	-1.019790e+00
5.739805355523252e-04	-1.031684e+00
5.739835103900581e-04	-1.031728e+00
5.739863685412950e-04	-1.031770e+00
5.739879103637752e-04	-1.031793e+00
5.739892157909059e-04	-1.031812e+00
5.739978803322390e-04	-1.031939e+00
5.741121918141291e-04	-1.033623e+00
5.741762693828895e-04	-1.034571e+00
5.741798696453156e-04	-1.034624e+00
5.742721818463232e-04	-1.035997e+00
5.753211512126762e-04	-1.052058e+00
5.754682539507500e-04	-1.054371e+00
5.754721418893469e-04	-1.054432e+00
5.754753389596613e-04	-1.054482e+00
5.754771621824272e-04	-1.054511e+00
5.754783801577505e-04	-1.054530e+00
5.754834989793693e-04	-1.054611e+00
5.756148624661361e-04	-1.056688e+00
5.756685116936498e-04	-1.057538e+00
5.756720955971683e-04	-1.057595e+00
5.757537339775757e-04	-1.058892e+00
5.766811870481237e-04	-1.073845e+00
5.769337402980497e-04	-1.077971e+00
5.769608047990858e-04	-1.078414e+00
5.769646224226096e-04	-1.078476e+00
5.769667252310114e-04	-1.078511e+00
5.769678542036375e-04	-1.078529e+00
5.769698146504456e-04	-1.078561e+00
5.770025723982435e-04	-1.079098e+00
5.771437818475955e-04	-1.081412e+00
5.771607283347335e-04	-1.081690e+00
5.771661534793656e-04	-1.081779e+00
5.775899453571965e-04	-1.088741e+00
5.784015091583430e-04	-1.102094e+00
5.784514116114328e-04	-1.102913e+00
5.784551742831782e-04	-1.102975e+00
5.784578547439408e-04	-1.103019e+00
5.784593256965259e-04	-1.103043e+00
5.784601373926370e-04	-1.103057e+00
5.784631624745976e-04	-1.103106e+00
5.785049088299603e-04	-1.103791e+00
5.786040098649806e-04	-1.105416e+00
